HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID	NCBI gene ID	Chromosome
HGNC:38758	Approved	USP9YP22	USP9Y pseudogene 22	ENSG00000224408	100874383	Y
HGNC:38759	Approved	USP9YP23	USP9Y pseudogene 23	ENSG00000223555	100500798	Y
HGNC:38760	Approved	USP9YP24	USP9Y pseudogene 24	ENSG00000230814	106478928	Y
HGNC:38761	Approved	USP9YP25	USP9Y pseudogene 25	ENSG00000224866	106480715	Y
HGNC:38762	Approved	USP9YP26	USP9Y pseudogene 26	ENSG00000234744	106478929	Y
HGNC:38763	Approved	USP9YP27	USP9Y pseudogene 27	ENSG00000235521	106480716	Y
HGNC:38764	Approved	USP9YP28	USP9Y pseudogene 28	ENSG00000224151	107080622	Y
HGNC:38765	Approved	USP9YP29	USP9Y pseudogene 29	ENSG00000232424	106480425	Y
HGNC:38766	Approved	USP9YP30	USP9Y pseudogene 30	ENSG00000235004	100874384	Y
HGNC:38775	Approved	USP9YP31	USP9Y pseudogene 31	ENSG00000229250	106478930	Y
HGNC:38776	Approved	USP9YP32	USP9Y pseudogene 32	ENSG00000237616	106480718	Y
HGNC:38777	Approved	USP9YP33	USP9Y pseudogene 33	ENSG00000232064	106478931	Y
HGNC:38778	Approved	USP9YP34	USP9Y pseudogene 34	ENSG00000233378	387361	Y
HGNC:38779	Approved	USP9YP35	USP9Y pseudogene 35	ENSG00000237467	106480719	Y
HGNC:38780	Approved	USP9YP36	USP9Y pseudogene 36	ENSG00000229709	106478932	Y
HGNC:12608	Approved	USP10	ubiquitin specific peptidase 10	ENSG00000103194	9100	16
HGNC:31752	Approved	USP10P1	ubiquitin specific peptidase 10 pseudogene 1		780779	14
HGNC:33272	Approved	USP10P2	ubiquitin specific peptidase10 pseudogene 2		780778	14
HGNC:12609	Approved	USP11	ubiquitin specific peptidase 11	ENSG00000102226	8237	X
HGNC:20485	Approved	USP12	ubiquitin specific peptidase 12	ENSG00000152484	219333	13
HGNC:39961	Approved	USP12-AS1	USP12 antisense RNA 1	ENSG00000232162	100874070	13
HGNC:39962	Approved	USP12-AS2	USP12 antisense RNA 2 (head to head)	ENSG00000230641	100874071	13
HGNC:12610	Approved	USP12P1	ubiquitin specific peptidase 12 pseudogene 1		9959	5
HGNC:21410	Approved	USP12PX	ubiquitin specific peptidase 12 pseudogene X-linked	ENSG00000226081	254700	X
HGNC:23195	Approved	USP12PY	ubiquitin specific peptidase 12 pseudogene Y-linked	ENSG00000232927	359799	Y
HGNC:12611	Approved	USP13	ubiquitin specific peptidase 13	ENSG00000058056	8975	3
HGNC:12612	Approved	USP14	ubiquitin specific peptidase 14	ENSG00000101557	9097	18
HGNC:12613	Approved	USP15	ubiquitin specific peptidase 15	ENSG00000135655	9958	12
HGNC:12614	Approved	USP16	ubiquitin specific peptidase 16	ENSG00000156256	10600	21
HGNC:37182	Approved	USP17L1	ubiquitin specific peptidase 17 like family member 1	ENSG00000230549	401447	8
HGNC:34434	Approved	USP17L2	ubiquitin specific peptidase 17 like family member 2	ENSG00000223443	377630	8
HGNC:37175	Approved	USP17L3	ubiquitin specific peptidase 17 like family member 3	ENSG00000225327	645836	8
HGNC:37176	Approved	USP17L4	ubiquitin specific peptidase 17 like family member 4	ENSG00000236125	645402	8
HGNC:37177	Approved	USP17L5	ubiquitin specific peptidase 17 like family member 5	ENSG00000227140	728386	4
HGNC:37179	Approved	USP17L6P	ubiquitin specific peptidase 17 like family member 6, pseudogene	ENSG00000205946	391622	4
HGNC:37180	Approved	USP17L7	ubiquitin specific peptidase 17 like family member 7	ENSG00000226430	392197	8
HGNC:37181	Approved	USP17L8	ubiquitin specific peptidase 17 like family member 8	ENSG00000237038	392188	8
HGNC:12615	Approved	USP17L9P	ubiquitin specific peptidase 17 like family member 9, pseudogene	ENSG00000251694	391627	4
HGNC:44438	Approved	USP17L10	ubiquitin specific peptidase 17 like family member 10	ENSG00000231396	100287144	4
HGNC:44439	Approved	USP17L11	ubiquitin specific peptidase 17 like family member 11	ENSG00000233136	100287178	4
HGNC:44440	Approved	USP17L12	ubiquitin specific peptidase 17 like family member 12	ENSG00000227551	100287205	4
HGNC:44441	Approved	USP17L13	ubiquitin specific peptidase 17 like family member 13	ENSG00000232399	100287238	4
HGNC:44442	Approved	USP17L14P	ubiquitin specific peptidase 17 like family member 14, pseudogene	ENSG00000249482	100287270	4
HGNC:44443	Approved	USP17L15	ubiquitin specific peptidase 17 like family member 15	ENSG00000223569	100288520	4
HGNC:44444	Approved	USP17L16P	ubiquitin specific peptidase 17 like family member 16, pseudogene	ENSG00000250231	100287302	4
HGNC:44445	Approved	USP17L17	ubiquitin specific peptidase 17 like family member 17	ENSG00000249104	100287327	4
HGNC:44446	Approved	USP17L18	ubiquitin specific peptidase 17 like family member 18	ENSG00000250844	100287364	4
HGNC:44447	Approved	USP17L19	ubiquitin specific peptidase 17 like family member 19	ENSG00000248920	100287404	4
HGNC:44448	Approved	USP17L20	ubiquitin specific peptidase 17 like family member 20	ENSG00000250745	100287441	4
HGNC:44449	Approved	USP17L21	ubiquitin specific peptidase 17 like family member 21	ENSG00000249811	100287478	4
HGNC:44450	Approved	USP17L22	ubiquitin specific peptidase 17 like family member 22	ENSG00000248933	100287513	4
HGNC:44451	Approved	USP17L23	ubiquitin specific peptidase 17 like family member 23	ENSG00000250913	101241878	4
HGNC:44453	Approved	USP17L24	ubiquitin specific peptidase 17 like family member 24	ENSG00000232264	728369	4
HGNC:44452	Approved	USP17L25	ubiquitin specific peptidase 17 like family member 25	ENSG00000230430	728373	4
HGNC:44454	Approved	USP17L26	ubiquitin specific peptidase 17 like family member 26	ENSG00000229579	728379	4
HGNC:44455	Approved	USP17L27	ubiquitin specific peptidase 17 like family member 27	ENSG00000235780	728393	4
HGNC:44456	Approved	USP17L28	ubiquitin specific peptidase 17 like family member 28	ENSG00000231051	728400	4
HGNC:44457	Approved	USP17L29	ubiquitin specific peptidase 17 like family member 29	ENSG00000231637	728405	4
HGNC:44458	Approved	USP17L30	ubiquitin specific peptidase 17 like family member 30	ENSG00000228856	728419	4
HGNC:12616	Approved	USP18	ubiquitin specific peptidase 18	ENSG00000184979	11274	22
HGNC:12617	Approved	USP19	ubiquitin specific peptidase 19	ENSG00000172046	10869	3
HGNC:12619	Approved	USP20	ubiquitin specific peptidase 20	ENSG00000136878	10868	9
HGNC:12620	Approved	USP21	ubiquitin specific peptidase 21	ENSG00000143258	27005	1
HGNC:12621	Approved	USP22	ubiquitin specific peptidase 22	ENSG00000124422	23326	17
HGNC:12623	Approved	USP24	ubiquitin specific peptidase 24	ENSG00000162402	23358	1
HGNC:42014	Approved	USP24P1	ubiquitin specific peptidase 24 pseudogene 1	ENSG00000229375	100874248	13
HGNC:12624	Approved	USP25	ubiquitin specific peptidase 25	ENSG00000155313	29761	21
HGNC:13485	Approved	USP26	ubiquitin specific peptidase 26	ENSG00000134588	83844	X
HGNC:13486	Approved	USP27X	ubiquitin specific peptidase 27 X-linked	ENSG00000273820	389856	X
HGNC:27249	Approved	USP27X-AS1	USP27X antisense RNA 1 (head to head)	ENSG00000234390	158572	X
HGNC:12625	Approved	USP28	ubiquitin specific peptidase 28	ENSG00000048028	57646	11
HGNC:18563	Approved	USP29	ubiquitin specific peptidase 29	ENSG00000131864	57663	19
HGNC:20065	Approved	USP30	ubiquitin specific peptidase 30	ENSG00000135093	84749	12
HGNC:40909	Approved	USP30-AS1	USP30 antisense RNA 1	ENSG00000256262	100131733	12
HGNC:20060	Approved	USP31	ubiquitin specific peptidase 31	ENSG00000103404	57478	16
HGNC:19143	Approved	USP32	ubiquitin specific peptidase 32	ENSG00000170832	84669	17
HGNC:43570	Approved	USP32P1	ubiquitin specific peptidase 32 pseudogene 1	ENSG00000188933	162632	17
HGNC:30751	Approved	USP32P2	ubiquitin specific peptidase 32 pseudogene 2	ENSG00000233327	220594	17
HGNC:43576	Approved	USP32P3	ubiquitin specific peptidase 32 pseudogene 3	ENSG00000189423	347716	17
HGNC:43577	Approved	USP32P4	ubiquitin specific peptidase 32 pseudogene 4		100874252	17
HGNC:20059	Approved	USP33	ubiquitin specific peptidase 33	ENSG00000077254	23032	1
HGNC:20066	Approved	USP34	ubiquitin specific peptidase 34	ENSG00000115464	9736	2
HGNC:20061	Approved	USP35	ubiquitin specific peptidase 35	ENSG00000118369	57558	11
HGNC:20062	Approved	USP36	ubiquitin specific peptidase 36	ENSG00000055483	57602	17
HGNC:20063	Approved	USP37	ubiquitin specific peptidase 37	ENSG00000135913	57695	2
HGNC:20067	Approved	USP38	ubiquitin specific peptidase 38	ENSG00000170185	84640	4
HGNC:20071	Approved	USP39	ubiquitin specific peptidase 39	ENSG00000168883	10713	2
HGNC:20069	Approved	USP40	ubiquitin specific peptidase 40	ENSG00000085982	55230	2
HGNC:20070	Approved	USP41	ubiquitin specific peptidase 41	ENSG00000161133	373856	22
HGNC:20068	Approved	USP42	ubiquitin specific peptidase 42	ENSG00000106346	84132	7
HGNC:20072	Approved	USP43	ubiquitin specific peptidase 43	ENSG00000154914	124739	17
HGNC:20064	Approved	USP44	ubiquitin specific peptidase 44	ENSG00000136014	84101	12
HGNC:20080	Approved	USP45	ubiquitin specific peptidase 45	ENSG00000123552	85015	6
HGNC:20075	Approved	USP46	ubiquitin specific peptidase 46	ENSG00000109189	64854	4
HGNC:43991	Approved	USP46-AS1	USP46 antisense RNA 1	ENSG00000248866	643783	4
HGNC:20076	Approved	USP47	ubiquitin specific peptidase 47	ENSG00000170242	55031	11
HGNC:18533	Approved	USP48	ubiquitin specific peptidase 48	ENSG00000090686	84196	1
HGNC:20078	Approved	USP49	ubiquitin specific peptidase 49	ENSG00000164663	25862	6
HGNC:20079	Approved	USP50	ubiquitin specific peptidase 50	ENSG00000170236	373509	15
HGNC:23086	Approved	USP51	ubiquitin specific peptidase 51	ENSG00000247746	158880	X
HGNC:29255	Approved	USP53	ubiquitin specific peptidase 53	ENSG00000145390	54532	4
HGNC:23513	Approved	USP54	ubiquitin specific peptidase 54	ENSG00000166348	159195	10
HGNC:20294	Approved	USPL1	ubiquitin specific peptidase like 1	ENSG00000132952	10208	13
HGNC:17223	Approved	UST	uronyl 2-sulfotransferase	ENSG00000111962	10090	6
HGNC:40802	Approved	UST-AS1	UST antisense RNA 1	ENSG00000227660	100128176	6
HGNC:12634	Approved	UTF1	undifferentiated embryonic cell transcription factor 1	ENSG00000171794	8433	10
HGNC:24477	Approved	UTP3	UTP3 small subunit processome component	ENSG00000132467	57050	4
HGNC:1983	Approved	UTP4	UTP4 small subunit processome component	ENSG00000141076	84916	16
HGNC:18279	Approved	UTP6	UTP6 small subunit processome component	ENSG00000108651	55813	17
HGNC:24329	Approved	UTP11	UTP11 small subunit processome component	ENSG00000183520	51118	1
HGNC:10665	Approved	UTP14A	UTP14A small subunit processome component	ENSG00000156697	10813	X
HGNC:20321	Approved	UTP14C	UTP14C small subunit processome component	ENSG00000253797	9724	13
HGNC:25758	Approved	UTP15	UTP15 small subunit processome component	ENSG00000164338	84135	5
HGNC:24274	Approved	UTP18	UTP18 small subunit processome component	ENSG00000011260	51096	17
HGNC:17897	Approved	UTP20	UTP20 small subunit processome component	ENSG00000120800	27340	12
HGNC:28224	Approved	UTP23	UTP23 small subunit processome component	ENSG00000147679	84294	8
HGNC:28440	Approved	UTP25	UTP25 small subunit processor component	ENSG00000117597	27042	1
HGNC:12635	Approved	UTRN	utrophin	ENSG00000152818	7402	6
HGNC:12636	Approved	UTS2	urotensin 2	ENSG00000049247	10911	1
HGNC:30894	Approved	UTS2B	urotensin 2B	ENSG00000188958	257313	3
HGNC:4468	Approved	UTS2R	urotensin 2 receptor	ENSG00000181408	2837	17
HGNC:12638	Approved	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	ENSG00000183878	7404	Y
HGNC:12640	Approved	UVRAG	UV radiation resistance associated	ENSG00000198382	7405	11
HGNC:53952	Approved	UVRAG-DT	UVRAG divergent transcript	ENSG00000255507	100506113	11
HGNC:29304	Approved	UVSSA	UV stimulated scaffold protein A	ENSG00000163945	57654	4
HGNC:17729	Approved	UXS1	UDP-glucuronate decarboxylase 1	ENSG00000115652	80146	2
HGNC:12641	Approved	UXT	ubiquitously expressed prefoldin like chaperone	ENSG00000126756	8409	X
HGNC:49239	Approved	UXT-AS1	UXT antisense RNA 1	ENSG00000267064	100133957	X
HGNC:25507	Approved	VAC14	Vac14, PIKFYVE complex component	ENSG00000103043	55697	16
HGNC:48605	Approved	VAC14-AS1	VAC14 antisense RNA 1	ENSG00000214353	100130894	16
HGNC:12642	Approved	VAMP1	vesicle associated membrane protein 1	ENSG00000139190	6843	12
HGNC:12643	Approved	VAMP2	vesicle associated membrane protein 2	ENSG00000220205	6844	17
HGNC:12644	Approved	VAMP3	vesicle associated membrane protein 3	ENSG00000049245	9341	1
HGNC:12645	Approved	VAMP4	vesicle associated membrane protein 4	ENSG00000117533	8674	1
HGNC:12646	Approved	VAMP5	vesicle associated membrane protein 5	ENSG00000168899	10791	2
HGNC:11486	Approved	VAMP7	vesicle associated membrane protein 7	ENSG00000124333	6845	X and Y
HGNC:12647	Approved	VAMP8	vesicle associated membrane protein 8	ENSG00000118640	8673	2
HGNC:53817	Approved	VAMP9P	vesicle associated membrane protein 9, pseudogene	ENSG00000284516	112441439	4
HGNC:15512	Approved	VANGL1	VANGL planar cell polarity protein 1	ENSG00000173218	81839	1
HGNC:15511	Approved	VANGL2	VANGL planar cell polarity protein 2	ENSG00000162738	57216	1
HGNC:12648	Approved	VAPA	VAMP associated protein A	ENSG00000101558	9218	18
HGNC:12649	Approved	VAPB	VAMP associated protein B and C	ENSG00000124164	9217	20
HGNC:12651	Approved	VARS	valyl-tRNA synthetase	ENSG00000204394	7407	6
HGNC:12650	Entry Withdrawn	VARS1	entry withdrawn			NA
HGNC:21642	Approved	VARS2	valyl-tRNA synthetase 2, mitochondrial	ENSG00000137411	57176	6
HGNC:19964	Approved	VASH1	vasohibin 1	ENSG00000071246	22846	14
HGNC:53215	Approved	VASH1-AS1	VASH1 antisense RNA 1	ENSG00000258301	100506603	14
HGNC:25723	Approved	VASH2	vasohibin 2	ENSG00000143494	79805	1
HGNC:18517	Approved	VASN	vasorin	ENSG00000168140	114990	16
HGNC:12652	Approved	VASP	vasodilator stimulated phosphoprotein	ENSG00000125753	7408	19
HGNC:16919	Approved	VAT1	vesicle amine transport 1	ENSG00000108828	10493	17
HGNC:29315	Approved	VAT1L	vesicle amine transport 1 like	ENSG00000171724	57687	16
HGNC:12657	Approved	VAV1	vav guanine nucleotide exchange factor 1	ENSG00000141968	7409	19
HGNC:12658	Approved	VAV2	vav guanine nucleotide exchange factor 2	ENSG00000160293	7410	9
HGNC:12659	Approved	VAV3	vav guanine nucleotide exchange factor 3	ENSG00000134215	10451	1
HGNC:40608	Approved	VAV3-AS1	VAV3 antisense RNA 1	ENSG00000230489	100873946	1
HGNC:12660	Approved	VAX1	ventral anterior homeobox 1	ENSG00000148704	11023	10
HGNC:12661	Approved	VAX2	ventral anterior homeobox 2	ENSG00000116035	25806	2
HGNC:12662	Approved	VBP1	VHL binding protein 1	ENSG00000155959	7411	X
HGNC:12663	Approved	VCAM1	vascular cell adhesion molecule 1	ENSG00000162692	7412	1
HGNC:2464	Approved	VCAN	versican	ENSG00000038427	1462	5
HGNC:40163	Approved	VCAN-AS1	VCAN antisense RNA 1	ENSG00000249835	105379054	5
HGNC:12665	Approved	VCL	vinculin	ENSG00000035403	7414	10
HGNC:12666	Approved	VCP	valosin containing protein	ENSG00000165280	7415	9
HGNC:30897	Approved	VCPIP1	valosin containing protein interacting protein 1	ENSG00000175073	80124	8
HGNC:20352	Approved	VCPKMT	valosin containing protein lysine methyltransferase	ENSG00000100483	79609	14
HGNC:12667	Approved	VCX	variable charge X-linked	ENSG00000182583	26609	X
HGNC:18158	Approved	VCX2	variable charge X-linked 2	ENSG00000177504	51480	X
HGNC:18159	Approved	VCX3A	variable charge X-linked 3A	ENSG00000169059	51481	X
HGNC:31838	Approved	VCX3B	variable charge X-linked 3B	ENSG00000205642	425054	X
HGNC:12668	Approved	VCY	variable charge Y-linked	ENSG00000129864	9084	Y
HGNC:31751	Approved	VCY1B	variable charge Y-linked 1B	ENSG00000129862	353513	Y
HGNC:12669	Approved	VDAC1	voltage dependent anion channel 1	ENSG00000213585	7416	5
HGNC:12671	Approved	VDAC1P1	voltage dependent anion channel 1 pseudogene 1	ENSG00000073905	642585	X
HGNC:12670	Approved	VDAC1P2	voltage dependent anion channel 1 pseudogene 2	ENSG00000213856	10064	X
HGNC:37478	Approved	VDAC1P3	voltage dependent anion channel 1 pseudogene 3	ENSG00000234702	100310838	X
HGNC:12675	Approved	VDAC1P4	voltage dependent anion channel 1 pseudogene 4	ENSG00000235060	7418	1
HGNC:12676	Approved	VDAC1P5	voltage dependent anion channel 1 pseudogene 5	ENSG00000270858	10187	12
HGNC:37481	Approved	VDAC1P6	voltage dependent anion channel 1 pseudogene 6	ENSG00000231341	359800	Y
HGNC:37482	Approved	VDAC1P7	voltage dependent anion channel 1 pseudogene 7	ENSG00000213450	100310839	3
HGNC:37483	Approved	VDAC1P8	voltage dependent anion channel 1 pseudogene 8	ENSG00000229036	100310840	6
HGNC:37484	Approved	VDAC1P9	voltage dependent anion channel 1 pseudogene 9	ENSG00000232366	391106	1
HGNC:37479	Approved	VDAC1P10	voltage dependent anion channel 1 pseudogene 10	ENSG00000232809	643536	1
HGNC:37480	Approved	VDAC1P11	voltage dependent anion channel 1 pseudogene 11	ENSG00000237679	100310841	9
HGNC:39680	Approved	VDAC1P12	voltage dependent anion channel 1 pseudogene 12	ENSG00000227254	100874289	13
HGNC:50515	Approved	VDAC1P13	voltage dependent anion channel 1 pseudogene 13	ENSG00000232526	100420568	2
HGNC:12672	Approved	VDAC2	voltage dependent anion channel 2	ENSG00000165637	7417	10
HGNC:12673	Approved	VDAC2P1	voltage dependent anion channel 2 pseudogene 1	ENSG00000214976	54015	21
HGNC:32693	Approved	VDAC2P2	voltage dependent anion channel 2 pseudogene 2	ENSG00000255776	643996	12
HGNC:51931	Approved	VDAC2P3	voltage dependent anion channel 2 pseudogene 3	ENSG00000213262	401959	1
HGNC:51932	Approved	VDAC2P4	voltage dependent anion channel 2 pseudogene 4	ENSG00000234682	100420574	2
HGNC:12674	Approved	VDAC3	voltage dependent anion channel 3	ENSG00000078668	7419	8
HGNC:20722	Approved	VDAC3P1	voltage dependent anion channel 3 pseudogene 1	ENSG00000271198	341965	14
HGNC:12678	Approved	VDI	vesicular stomatitis virus defective interfering particle suppression		7420	16
HGNC:12679	Approved	VDR	vitamin D receptor	ENSG00000111424	7421	12
HGNC:12680	Approved	VEGFA	vascular endothelial growth factor A	ENSG00000112715	7422	6
HGNC:12681	Approved	VEGFB	vascular endothelial growth factor B	ENSG00000173511	7423	11
HGNC:12682	Approved	VEGFC	vascular endothelial growth factor C	ENSG00000150630	7424	4
HGNC:3708	Approved	VEGFD	vascular endothelial growth factor D	ENSG00000165197	2277	X
HGNC:13639	Approved	VENTX	VENT homeobox	ENSG00000151650	27287	10
HGNC:30900	Approved	VENTXP1	VENT homeobox pseudogene 1	ENSG00000259849	139538	X
HGNC:30901	Approved	VENTXP2	VENT homeobox pseudogene 2	ENSG00000215037	100287345	13
HGNC:30902	Approved	VENTXP3	VENT homeobox pseudogene 3	ENSG00000257364	349814	12
HGNC:30903	Approved	VENTXP4	VENT homeobox pseudogene 4	ENSG00000230465	152101	3
HGNC:32214	Approved	VENTXP5	VENT homeobox pseudogene 5	ENSG00000253569	442384	8
HGNC:32216	Approved	VENTXP6	VENT homeobox pseudogene 6	ENSG00000254105	552879	8
HGNC:13638	Approved	VENTXP7	VENT homeobox pseudogene 7	ENSG00000236380	391518	3
HGNC:25735	Approved	VEPH1	ventricular zone expressed PH domain containing 1	ENSG00000197415	79674	3
HGNC:12949	Approved	VEZF1	vascular endothelial zinc finger 1	ENSG00000136451	7716	17
HGNC:32320	Approved	VEZF1P1	vascular endothelial zinc finger 1 pseudogene 1	ENSG00000236229	647319	3
HGNC:18258	Approved	VEZT	vezatin, adherens junctions transmembrane protein	ENSG00000028203	55591	12
HGNC:12684	Approved	VGF	VGF nerve growth factor inducible	ENSG00000128564	7425	7
HGNC:20985	Approved	VGLL1	vestigial like family member 1	ENSG00000102243	51442	X
HGNC:20232	Approved	VGLL2	vestigial like family member 2	ENSG00000170162	245806	6
HGNC:24327	Approved	VGLL3	vestigial like family member 3	ENSG00000206538	389136	3
HGNC:28966	Approved	VGLL4	vestigial like family member 4	ENSG00000144560	9686	3
HGNC:12687	Approved	VHL	von Hippel-Lindau tumor suppressor	ENSG00000134086	7428	3
HGNC:30666	Approved	VHLL	VHL like	ENSG00000189030	391104	1
HGNC:12690	Approved	VIL1	villin 1	ENSG00000127831	7429	2
HGNC:30906	Approved	VILL	villin like	ENSG00000136059	50853	3
HGNC:12692	Approved	VIM	vimentin	ENSG00000026025	7431	10
HGNC:44879	Approved	VIM-AS1	VIM antisense RNA 1	ENSG00000229124	100507347	10
HGNC:43891	Approved	VIM2P	vimentin 2, pseudogene	ENSG00000220548	100130535	6
HGNC:53736	Approved	VINAC1P	vinculin/alpha-catenin family member 1, pseudogene	ENSG00000283698		2
HGNC:12693	Approved	VIP	vasoactive intestinal peptide	ENSG00000146469	7432	6
HGNC:20347	Approved	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	ENSG00000151445	63894	14
HGNC:12694	Approved	VIPR1	vasoactive intestinal peptide receptor 1	ENSG00000114812	7433	3
HGNC:40610	Approved	VIPR1-AS1	VIPR1 antisense RNA 1	ENSG00000232354	100874007	3
HGNC:12695	Approved	VIPR2	vasoactive intestinal peptide receptor 2	ENSG00000106018	7434	7
HGNC:24500	Approved	VIRMA	vir like m6A methyltransferase associated	ENSG00000164944	25962	8
HGNC:12696	Approved	VIS1	viral integration site 1		7435	2
HGNC:12697	Approved	VIT	vitrin	ENSG00000205221	5212	2
HGNC:23663	Approved	VKORC1	vitamin K epoxide reductase complex subunit 1	ENSG00000167397	79001	16
HGNC:21492	Approved	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1	ENSG00000196715	154807	7
HGNC:33182	Approved	VKORC1P1	VKORC1 pseudogene 1		414355	X
HGNC:33183	Approved	VKORC1P2	VKORC1 pseudogene 2		414357	1
HGNC:12698	Approved	VLDLR	very low density lipoprotein receptor	ENSG00000147852	7436	9
HGNC:49621	Approved	VLDLR-AS1	VLDLR antisense RNA 1	ENSG00000236404	401491	9
HGNC:22082	Approved	VMA21	vacuolar ATPase assembly factor VMA21	ENSG00000160131	203547	X
HGNC:33803	Approved	VMAC	vimentin type intermediate filament associated coiled-coil protein	ENSG00000187650	400673	19
HGNC:12702	Approved	VMD1	vitelliform macular dystrophy, atypical		7438	8
HGNC:30387	Approved	VMO1	vitelline membrane outer layer 1 homolog	ENSG00000182853	284013	17
HGNC:29559	Approved	VMP1	vacuole membrane protein 1	ENSG00000062716	81671	17
HGNC:13548	Approved	VN1R1	vomeronasal 1 receptor 1	ENSG00000178201	57191	19
HGNC:19872	Approved	VN1R2	vomeronasal 1 receptor 2	ENSG00000196131	317701	19
HGNC:19867	Approved	VN1R3	vomeronasal 1 receptor 3 (gene/pseudogene)	ENSG00000180663	317702	16
HGNC:19871	Approved	VN1R4	vomeronasal 1 receptor 4	ENSG00000228567	317703	19
HGNC:19870	Approved	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)	ENSG00000197617	317705	1
HGNC:13712	Approved	VN1R6P	vomeronasal 1 receptor 6 pseudogene	ENSG00000174677	653753	19
HGNC:8496	Approved	VN1R7P	vomeronasal 1 receptor 7 pseudogene	ENSG00000275592	100132759	21
HGNC:8497	Approved	VN1R8P	vomeronasal 1 receptor 8 pseudogene	ENSG00000219280	54041	21
HGNC:20257	Approved	VN1R9P	vomeronasal 1 receptor 9 pseudogene	ENSG00000276400	317691	22
HGNC:13550	Approved	VN1R10P	vomeronasal 1 receptor 10 pseudogene	ENSG00000220758	387316	6
HGNC:13551	Approved	VN1R11P	vomeronasal 1 receptor 11, pseudogene	ENSG00000219770	387317	6
HGNC:18722	Approved	VN1R12P	vomeronasal 1 receptor 12, pseudogene	ENSG00000220581	387321	6
HGNC:18723	Approved	VN1R13P	vomeronasal 1 receptor 13 pseudogene	ENSG00000216762	387322	6
HGNC:18721	Approved	VN1R14P	vomeronasal 1 receptor 14 pseudogene		387320	6
HGNC:37327	Approved	VN1R15P	vomeronasal 1 receptor 15 pseudogene		100312804	1
HGNC:37330	Approved	VN1R16P	vomeronasal 1 receptor 16 pseudogene		100312805	1
HGNC:37331	Approved	VN1R17P	vomeronasal 1 receptor 17 pseudogene	ENSG00000235818	441931	1
HGNC:37334	Approved	VN1R18P	vomeronasal 1 receptor 18 pseudogene		100133087	2
HGNC:37328	Approved	VN1R19P	vomeronasal 1 receptor 19 pseudogene		100312843	2
HGNC:37335	Approved	VN1R20P	vomeronasal 1 receptor 20 pseudogene	ENSG00000233121	100312775	3
HGNC:37336	Approved	VN1R21P	vomeronasal 1 receptor 21 pseudogene	ENSG00000224752	100128368	3
HGNC:37337	Approved	VN1R22P	vomeronasal 1 receptor 22 pseudogene		100312844	4
HGNC:37338	Approved	VN1R23P	vomeronasal 1 receptor 23 pseudogene		100312845	4
HGNC:37344	Approved	VN1R24P	vomeronasal 1 receptor 24 pseudogene		100312781	7
HGNC:37345	Approved	VN1R25P	vomeronasal 1 receptor 25 pseudogene	ENSG00000224947	100312782	7
HGNC:37346	Approved	VN1R26P	vomeronasal 1 receptor 26 pseudogene		100312783	7
HGNC:37347	Approved	VN1R27P	vomeronasal 1 receptor 27 pseudogene		100312784	7
HGNC:37348	Approved	VN1R28P	vomeronasal 1 receptor 28 pseudogene	ENSG00000227182	100312785	7
HGNC:37349	Approved	VN1R29P	vomeronasal 1 receptor 29 pseudogene		100312786	7
HGNC:37350	Approved	VN1R30P	vomeronasal 1 receptor 30 pseudogene		100287919	7
HGNC:37351	Approved	VN1R31P	vomeronasal 1 receptor 31 pseudogene	ENSG00000236284	100312787	7
HGNC:37352	Approved	VN1R32P	vomeronasal 1 receptor 32 pseudogene	ENSG00000230361	100312788	7
HGNC:37353	Approved	VN1R33P	vomeronasal 1 receptor 33 pseudogene	ENSG00000227426	100288022	7
HGNC:37354	Approved	VN1R34P	vomeronasal 1 receptor 34 pseudogene	ENSG00000233173	100129587	7
HGNC:37355	Approved	VN1R35P	vomeronasal 1 receptor 35 pseudogene	ENSG00000228660	100312789	7
HGNC:37356	Approved	VN1R36P	vomeronasal 1 receptor 36 pseudogene	ENSG00000230639	100312790	7
HGNC:37357	Approved	VN1R37P	vomeronasal 1 receptor 37 pseudogene	ENSG00000213643	402273	7
HGNC:37358	Approved	VN1R38P	vomeronasal 1 receptor 38 pseudogene	ENSG00000235227	100131065	7
HGNC:37359	Approved	VN1R39P	vomeronasal 1 receptor 39 pseudogene		100312791	7
HGNC:37360	Approved	VN1R40P	vomeronasal 1 receptor 40 pseudogene	ENSG00000223845	100312792	7
HGNC:37361	Approved	VN1R41P	vomeronasal 1 receptor 41 pseudogene		100312793	7
HGNC:37362	Approved	VN1R42P	vomeronasal 1 receptor 42 pseudogene	ENSG00000223476	100312794	7
HGNC:37363	Approved	VN1R43P	vomeronasal 1 receptor 43 pseudogene		100312795	7
HGNC:37364	Approved	VN1R44P	vomeronasal 1 receptor 44 pseudogene		100312855	7
HGNC:37365	Approved	VN1R45P	vomeronasal 1 receptor 45 pseudogene		100312796	8
HGNC:37366	Approved	VN1R46P	vomeronasal 1 receptor 46 pseudogene	ENSG00000253611	100131789	8
